672227/1000000  186363/250000  11509/20000  164201/200000
-36047/100000  -464703/500000  -107753/500000  -19457/20000
-63621/250000  193737/200000  292299/500000  203821/250000
50033/50000  -12421/1000000  -702007/1000000  35603/50000
385601/500000  -638331/1000000  -587799/1000000  809911/1000000
-951497/1000000  60627/200000  221639/250000  465797/1000000
-37827/125000  477713/500000  -482181/500000  63183/250000
143141/200000  -698711/1000000  7513/10000  -329751/500000
7194/15625  111381/125000  -494699/500000  -125033/1000000
-116369/125000  -353277/1000000  119561/125000  -147209/500000
-56429/200000  -478767/500000  71291/250000  -478879/500000
545973/1000000  418299/500000  -124619/125000  -29911/500000
-214851/1000000  977661/1000000  -321819/500000  -761587/1000000
121273/125000  250411/1000000  161811/250000  -190271/250000
-61431/1000000  -249529/250000  549717/1000000  52503/62500
-7837/200000  25007/25000  -991173/1000000  124309/1000000
300631/1000000  -476257/500000  -143797/1000000  990449/1000000
877991/1000000  -240531/500000  -15241/250000  -995521/1000000
328451/500000  -754919/1000000  -465343/500000  364417/1000000
-56687/100000  -32819/40000  211857/500000  181873/200000
1721/31250  998993/1000000  -182033/200000  -203689/500000
-180069/250000  43343/62500  -913091/1000000  -200433/500000
887837/1000000  -232849/500000  -946673/1000000  -12687/40000
-180421/1000000  197541/200000  191703/200000  292303/1000000
-534443/1000000  211639/250000  623769/1000000  -781427/1000000
-957681/1000000  -7009/25000  242091/1000000  4867/5000
474763/500000  10121/31250  55369/500000  -123943/125000
187839/200000  -344699/1000000  172419/200000  -507387/1000000
496771/500000  61143/500000  13607/15625  -495511/1000000
-142581/200000  -696439/1000000  -43423/50000  -122547/250000
25223/40000  -31043/40000  -155681/500000  -947221/1000000
456499/500000  103521/250000  391733/1000000  922421/1000000
750689/1000000  -660111/1000000  959593/1000000  -282167/1000000
501063/500000  187/50000  -710337/1000000  -699863/1000000
3569/8000  -179151/200000  139743/1000000  -989197/1000000
633217/1000000  774387/1000000  56759/500000  248977/250000
-328387/500000  15083/20000  -495033/500000  72487/500000
-13177/15625  66709/125000  -290037/1000000  960589/1000000
-991323/1000000  -121787/1000000  -51369/1000000  999001/1000000
452361/500000  -107821/250000  -480753/500000  -134603/500000
9817/10000  41089/200000  -858293/1000000  -31773/62500
-94881/200000  -876439/1000000  719687/1000000  139199/200000
-991141/1000000  6263/50000  -151287/1000000  61961/62500
-81429/100000  115691/200000  -124419/125000  25043/500000
125049/125000  -11117/200000  -495599/500000  -95237/1000000
245697/500000  -869091/1000000  472587/1000000  -879817/1000000
297299/500000  -802261/1000000  343679/1000000  471339/500000
-38557/100000  462879/500000  -177583/250000  175593/250000
-89843/250000  -928881/1000000  18217/20000  420221/1000000
-249073/250000  -681/200000  293873/1000000  -238639/250000
57489/100000  821299/1000000  43487/50000  -9939/20000
27423/31250  -48093/100000  1002783/1000000  -4651/200000
-244339/500000  -27177/31250  -993689/1000000  -20503/200000
-6781/50000  -493951/500000  36999/125000  239299/250000
284281/1000000  30059/31250  -20307/31250  -378571/500000
5117/8000  -38441/50000  -2939/8000  -92817/100000
2671/250000  8013/8000  486877/500000  118889/500000
300387/1000000  -4759/5000  -489167/500000  39719/200000
-383391/500000  -12741/20000  878349/1000000  19297/40000
-53349/250000  489083/500000  -65217/100000  189757/250000
635787/1000000  -96449/125000  66751/200000  -470739/500000
121319/250000  54769/62500  511993/1000000  215379/250000
-23797/25000  37199/125000  37571/40000  -173327/500000
421503/1000000  909917/1000000  196047/200000  210453/1000000
552319/1000000  -166523/200000  14453/50000  -478911/500000
-394141/1000000  -36673/40000  958773/1000000  -143999/500000
-661463/1000000  -46661/62500  609973/1000000  396907/500000
-247713/250000  -2453/20000  124183/250000  -108243/125000
18319/100000  98451/100000  -419749/500000  -540337/1000000
-232443/1000000  -485407/500000  429483/500000  518817/1000000
-30519/200000  -985273/1000000  -9763/10000  -39843/200000
-99749/1000000  249417/250000  36787/40000  -195421/500000
-948459/1000000  317659/1000000  475179/1000000  -880023/1000000
-283601/1000000  -478417/500000  106299/500000  -97359/100000
948767/1000000  321669/1000000  290333/1000000  959039/1000000
1001703/1000000  45949/1000000  136041/250000  -418247/500000
-998911/1000000  34497/1000000  12023/31250  28977/31250
872833/1000000  -243341/500000  -498261/500000  2053/40000
-73591/100000  678249/1000000  -8377/40000  48967/50000
-362387/1000000  -930679/1000000  -726869/1000000  -682861/1000000
152293/1000000  198293/200000  129663/500000  120809/125000
2003/10000  -489137/500000  -323663/500000  762151/1000000
223863/1000000  -974379/1000000  25027/50000  86833/100000
-7591/10000  -647597/1000000  -25731/250000  998449/1000000
-686951/1000000  -180533/250000  433309/1000000  112833/125000
-223473/500000  -891481/1000000  -832341/1000000  -275983/500000
1004689/1000000  -741/100000  500293/500000  72239/1000000
233949/500000  177171/200000  -85471/200000  -450241/500000
595463/1000000  404559/500000  357193/1000000  -465489/500000
-142861/250000  -163457/200000  -42251/62500  735159/1000000
-254433/1000000  967339/1000000  491943/500000  -37257/200000
436041/1000000  -44927/50000  100207/100000  13237/500000
559681/1000000  416187/500000  -197981/200000  -29001/250000
-672029/1000000  37047/50000  404009/500000  3709/6250
-11719/1000000  250541/250000  -178511/1000000  -245563/250000
-41691/50000  552983/1000000  -205101/1000000  -488319/500000
-497001/500000  19803/200000  352789/1000000  936309/1000000
-554493/1000000  831203/1000000  99511/100000  131247/1000000
-998441/1000000  -6659/500000  -441913/1000000  -111509/125000
-209927/500000  -452323/500000  318139/500000  38833/50000
34613/500000  125003/125000  -252593/1000000  -966359/1000000
677439/1000000  -734407/1000000  -180573/200000  -422553/1000000
-48079/50000  -66429/250000  -469097/500000  344937/1000000
19269/31250  791469/1000000  -530767/1000000  -3383/4000
-858371/1000000  -101311/200000  -86379/125000  -720159/1000000
375459/500000  663671/1000000  -248359/1000000  4847/5000
-642893/1000000  -30549/40000  -499489/500000  -6813/1000000
-287137/1000000  -954653/1000000  479933/500000  290653/1000000
193987/250000  635431/1000000  -385697/500000  634949/1000000
-636157/1000000  -383723/500000  -74253/500000  -492521/500000
-27433/31250  474903/1000000  544847/1000000  -83853/100000
381973/1000000  -28837/31250  206339/250000  -564883/1000000
-957651/1000000  283183/1000000  155429/200000  126843/200000
79043/200000  3679/4000  231521/250000  -382731/1000000
13169/500000  -498927/500000  912251/1000000  416967/1000000
47859/500000  996789/1000000  477609/500000  153057/500000
-111657/125000  -7003/15625  -155187/250000  -97453/125000
91831/200000  -887831/1000000  -776429/1000000  -313569/500000
970279/1000000  244343/1000000  140949/500000  481061/500000
-18867/1000000  1000011/1000000  114771/250000  890437/1000000
221409/250000  234119/500000  824881/1000000  -566221/1000000
-943117/1000000  65763/200000  918127/1000000  39949/100000
677507/1000000  -184179/250000  48517/50000  248157/1000000
19767/20000  -16239/100000  -501787/1000000  216417/250000
43243/250000  247167/250000  155289/200000  634589/1000000
-164401/1000000  -982951/1000000  461573/500000  24529/62500
1039/5000  980839/1000000  55887/1000000  -497433/500000
-3283/125000  -498047/500000  -920699/1000000  -24089/62500
-307991/500000  787417/1000000  -46021/200000  6083/6250
-499381/500000  -11463/500000  -387927/500000  -625853/1000000
160217/200000  600921/1000000  836231/1000000  552121/1000000
140389/1000000  495821/500000  -184259/200000  -77331/200000
-767411/1000000  -318641/500000  -667781/1000000  745507/1000000
299413/500000  -7997/10000  63363/100000  194843/250000
229581/500000  -444023/500000  73201/200000  466617/500000
-103301/125000  -559491/1000000  -192809/200000  -256121/1000000
-198021/200000  -1441/12500  292837/500000  51011/62500
758489/1000000  -130417/200000  -937403/1000000  -21133/62500
209441/1000000  -976527/1000000  -931087/1000000  -17879/50000
38969/500000  39903/40000  985721/1000000  90991/500000
-747381/1000000  332349/500000  334387/500000  -743441/1000000
29897/40000  -331569/500000  918153/1000000  -79941/200000
-43403/500000  -497501/500000  305061/1000000  956049/1000000
96267/200000  -873687/1000000  -823911/1000000  35363/62500
-23021/1000000  -998293/1000000  -379499/500000  325371/500000
78067/500000  -986583/1000000  94151/125000  664263/1000000
50827/125000  916481/1000000  -498271/500000  -31299/1000000
85111/125000  -11478/15625  95307/1000000  499193/500000
11553/12500  97497/250000  -43141/50000  -99961/200000
184817/250000  -336427/500000  333209/1000000  472203/500000
-285287/1000000  191751/200000  63111/250000  -966903/1000000
-281073/1000000  481207/500000  -249163/250000  1211/31250
224871/1000000  489079/500000  -96083/200000  879269/1000000
-498643/500000  72669/1000000  -282841/1000000  -478559/500000
-468169/500000  -69037/200000  -220939/500000  896489/1000000
-169837/1000000  987663/1000000  147211/200000  -338687/500000
501027/500000  -4291/200000  49531/62500  -152761/250000
-618131/1000000  -19553/25000  -509223/1000000  861721/1000000
-65007/1000000  -15546/15625  -487743/500000  13511/62500
8843/500000  -199391/200000  492941/500000  43053/250000
3208/15625  980759/1000000  -412941/500000  -140219/250000
57691/100000  410753/500000  100059/100000  18711/250000
892371/1000000  229037/500000  105023/250000  908177/1000000
-490923/500000  -86927/500000  619047/1000000  787489/1000000
-901531/1000000  -213499/500000  963827/1000000  17293/62500
-850189/1000000  -130183/250000  -356011/1000000  234327/250000
988151/1000000  -164189/1000000  -182889/200000  -395517/1000000
180253/250000  6963/10000  -204459/1000000  980837/1000000
999777/1000000  1617/31250  936881/1000000  -353943/1000000
249069/250000  96237/1000000  -40579/50000  -291431/500000
-535761/1000000  843463/1000000  -845217/1000000  266197/500000
-886823/1000000  -227209/500000  -219299/250000  -14861/31250
957637/1000000  -71247/250000  221741/250000  465543/1000000
87919/500000  -490577/500000  -928721/1000000  45227/125000
23003/250000  998513/1000000  -13847/125000  997069/1000000
213561/250000  -521879/1000000  -832921/1000000  275239/500000
-110457/200000  832271/1000000  -64853/200000  18977/20000
322803/500000  -761841/1000000  359617/500000  43661/62500
-122779/500000  -966213/1000000  -487497/500000  -108859/500000
-73867/125000  -805461/1000000  529/8000  31239/31250
744737/1000000  335147/500000  -33641/500000  249617/250000
-83253/100000  554269/1000000  462137/1000000  -55401/62500
53771/62500  -51121/100000  -186023/500000  464843/500000
-651279/1000000  -94231/125000  -891057/1000000  451151/1000000
88639/100000  -46201/100000  420719/1000000  -906281/1000000
-995529/1000000  -14109/200000  -242339/250000  60741/250000
728887/1000000  86203/125000  339421/500000  -183397/250000
-936013/1000000  -173037/500000  -197961/200000  142711/1000000
622867/1000000  -12208/15625  362887/500000  346907/500000
-2749/4000  725837/1000000  -425337/1000000  -89979/100000
-112303/1000000  -992771/1000000  14119/50000  -95633/100000
-983831/1000000  84881/500000  -113609/500000  -242669/250000
642657/1000000  771153/1000000  -894437/1000000  -88533/200000
-216967/500000  -897601/1000000  39093/125000  -474227/500000
499277/500000  3237/50000  -151943/1000000  -986981/1000000
-4817/6250  9978/15625  -6677/20000  942219/1000000
-820409/1000000  -568069/1000000  266749/500000  846819/1000000
987909/1000000  83043/500000  83001/500000  -30779/31250
940459/1000000  342833/1000000  -8479/62500  39781/40000
965701/1000000  -838/3125  -210487/250000  536913/1000000
161823/1000000  494247/500000  506557/1000000  -431173/500000
195801/200000  -42183/200000  15917/100000  495287/500000
469537/500000  69987/200000  93223/125000  -332187/500000
-249033/250000  2751/100000  -545047/1000000  839407/1000000
779661/1000000  -627127/1000000  -198099/200000  15159/125000
-812833/1000000  580373/1000000  -996461/1000000  11157/200000
831997/1000000  111969/200000  -180349/200000  -210663/500000
-905863/1000000  -83521/200000  377673/500000  -327937/500000
-176887/1000000  -98191/100000  61447/200000  -475487/500000
-257751/1000000  -963201/1000000  -464687/500000  368759/1000000
69941/250000  -958527/1000000  -66861/125000  -420711/500000
-59963/250000  -967499/1000000  150403/200000  -20633/31250
-887781/1000000  -7151/15625  103279/1000000  -497899/500000
-618347/1000000  785963/1000000  5219/12500  455389/500000
-24341/31250  -624651/1000000  -969113/1000000  240621/1000000
-162779/200000  289363/500000  -3397/20000  -492201/500000
756547/1000000  327989/500000  792977/1000000  -610079/1000000
-974419/1000000  6961/31250  156557/1000000  -492851/500000
-456917/500000  80713/200000  691391/1000000  -721227/1000000
154773/250000  98573/125000  116729/500000  -971567/1000000
-43701/125000  -233787/250000  942807/1000000  -340233/1000000
-449821/1000000  -222189/250000  106709/200000  850751/1000000
997613/1000000  -22019/250000  -159279/200000  -299499/500000
-424161/1000000  452933/500000  -198811/200000  -69907/1000000
99469/100000  121303/1000000  42597/125000  94503/100000
208197/250000  22429/40000  988091/1000000  -2547/15625
